Sl No,Stock,Market Cap,Net Profit Ann  1Y Ago,Net Profit Ann  2Y ago,Net Profit Ann  3Y Ago,Net Profit Ann  4Y Ago,Net Profit Ann  5Y Ago,Total Rev  Ann  1Y Ago,Rev  Ann  2Y ago,Rev  Ann  3Y ago,Rev  Ann  4Y ago,Rev  Ann  5Y ago,ROCE Ann  1Y Ago %,OPM Ann  1Y ago %,Net Profit Ann ,Total Rev  Ann ,NSE Code,BSE Code,ISIN
50,Vedanta Aluminium Metal,177805.35,-0.03,-0.02,,,,0,0,,,,62.4,,-0.04,0,VAML,544780,INE1CDF01017
51,TVS Motor Company,171031.36,2235.56,1686.37,1328.67,756.82,594.26,44158.57,39250.56,32111.99,24388.18,19468.04,22.9,15.06,3018.33,56091.53,TVSMOTOR,532343,INE494B01023
52,Torrent Pharma,169848.82,1911.25,1656.38,1245.23,777.18,1251.88,11539.36,10785.75,9665.29,8704.6,8061.48,28.71,32.25,2163.37,13886.15,TORNTPHARM,500420,INE685A01028
53,Solar Industries,165777.86,1209.44,835.93,757.19,441.28,276.35,7611.09,6113.99,6954.05,3967.27,2537.05,30.08,25.76,1677.55,9965.72,SOLARINDS,532725,INE343H01029
54,DLF,163345.82,4367.62,2727.11,2035.83,1500.85,1093.6,8995.89,6958.34,6012.14,6137.84,5944.89,6.26,23.44,4414.68,9816.04,DLF,532868,INE271C01023
55,Hyundai Motor,163239.51,5640.21,6060.04,4709.25,2901.59,,70062.94,71302.32,61436.64,47966.05,,40.98,12.78,5431.52,71712.37,HYUNDAI,544274,INE0V6F01027
56,Pidilite Industries,160220.55,2076.24,1729.38,1273.25,1207.56,1131.21,13387.53,12522.64,11848.71,9957.26,7372.11,27.05,22.5,2448.92,14867.01,PIDILITIND,500331,INE318A01026
57,Varun Beverages,157403,2594.63,2055.92,1497.43,694.05,329,20128.92,16121.94,13211.99,8891.16,6487.11,20.86,23.4,3036.49,22037.73,VBL,540180,INE200M01039
58,Jio Financial ,156263.35,1612.59,1604.55,31.25,,,2078.92,1854.68,44.84,,,1.2,74.47,1560.9,3542.61,JIOFIN,543940,INE758E01017
59,Tata Motors CV,156201.73,3195,,,,,59094,,,,,25.3,10.44,3030,84979,TMCV,544569,INE1TAE01010
60,Cummins,154552.86,1999.94,1720.58,1228.15,933.74,635.03,10837.61,9378.27,8080.24,6414.11,4633.86,29.6,19.19,2361.75,12660.53,CUMMINSIND,500480,INE298A01020
61,ABB,153506.44,1871.64,,,,,12541.71,,,,,35.54,18.38,1668.26,13555.09,ABB,500002,INE117A01022
62,Trent,153330.95,1546.72,1486.8,444.69,105.83,-146.17,17353.17,12664.38,8502.94,4673.23,2794.56,28.09,15.9,1719.65,20189.05,TRENT,500251,INE849A01020
63,ICICI Prudential Asset,153254.73,2650.66,2049.73,1515.78,1454.09,1245.37,4979.67,3761.21,2838.18,2635.29,2233.76,94.79,72.99,3298.26,6000.92,ICICIAMC,544658,INE346A01027
64,BSE,152412.13,1325.89,778.39,220.67,254.33,144.9,3236.31,1617.9,953.94,863.53,654.65,30.65,56.99,2496.98,5148.1,BSE,,INE118H01025
65,Cholamandalam,151894.96,4262.7,3420.06,2664.85,2153.51,1520.86,26152.76,19419.87,13105.59,10231.81,9639.72,27.82,69.49,5232.61,31538.73,CHOLAFIN,511243,INE121A01024
66,Tata Capital,151860.19,3664.66,3150.21,3029.2,,,28369.87,18198.38,13637.49,,,56.45,71.5,4846.1,31582.62,TATACAP,544574,INE976I01016
67,Hitachi Energy,151679.88,383.98,163.78,93.9,203.4,99.8,6442.1,5246.78,4483.65,4950.9,3438.94,13.07,9.25,987.84,8387.63,POWERINDIA,543187,INE07Y701011
68,Samvardhana Motherson,149735.88,3803,2716.2,1495.6,873.8,1039.2,114220.3,98879.3,78957.7,64031.7,57599.2,13.02,9.24,3859.7,126414.2,MOTHERSON,517334,INE775A01035
69,Vodafone Idea,147454.87,-27383.4,-31238.4,-29301.1,-28245.4,-44233.1,44591.9,42764.9,42488.5,38644.9,42126.4,-1.98,40.65,34552,45414,IDEA,532822,INE669E01016
70,CG Power & Industrial,147339.3,974.6,1427.01,962.67,912.54,1295.2,10070.83,8152.24,7040.3,5603.11,3075.37,32.05,12.96,1206.27,12662.22,CGPOWER,500093,INE067A01029
71,Tech Mahindra,147204.71,4251.5,2357.8,4831.3,5566.1,4428,53843.7,52912.4,54255.2,45758.3,38642.2,18.74,12.93,4810.9,56847.3,TECHM,532755,INE669C01036
72,Bharat Heavy Electricals,145045.35,533.9,282.22,477.39,446.03,-2697.11,28804.79,24439.05,23853.57,21565.63,17657.11,3.6,4.31,1600.26,34589.83,BHEL,500103,INE257A01026
73,Polycab,140960.59,2019.99,1784.04,1269.95,908.58,882.09,22615.95,18260.32,14241.1,12293.68,8911.52,27.96,13.09,2672.03,29120.04,POLYCAB,542652,INE455K01017
74,Bharat Petroleum ,134320.13,13336.55,26858.84,2131.05,11681.54,16164.98,442956.58,450317.76,474685.4,349059.66,232415.67,16.3,5.73,25843.45,458526.79,BPCL,500547,INE029A01011
75,Groww,134100.15,1824.37,-804.94,457.66,,,4061.64,2795.99,1260.96,,,49.3,58.41,2083,4815.88,GROWW,544603,INE0HOQ01053
76,Power Finance,133753.13,22990.81,19761.16,15889.33,14014.79,11747.83,106598.7,91174.87,77625.19,76344.92,71700.51,65.86,96.87,25900.95,115526.92,PFC,532810,INE134E01011
77,Union Bank,131985.04,18026.95,13797.12,8511.66,5265.32,2863.4,129979.25,118188.36,97078.53,81754.07,83210.54,7.01,24.01,19430.2,128399.51,UNIONBANK,532477,INE692A01016
78,Apollo Hospitals,128370.98,1445.9,898.6,819.1,1055.6,150.4,21994.3,19165.5,16702.8,14740.8,10605,15.32,13.74,1941.7,25420.1,APOLLOHOSP,508869,INE437A01024
79,Bank of Baroda,128172.21,20716.33,18767.38,14905.2,7849.69,1547.67,152884.14,141778.7,110777.98,87780.19,89001.18,6.53,24.79,19846.43,156825.44,BANKBARODA,532134,INE028A01039
80,Britannia Industries,127997.41,2178.73,2139.81,2321.77,1524.82,1863.9,18169.76,16983.45,16516.41,14359.09,13449.01,59.4,17.54,2533.49,19375.62,BRITANNIA,500825,INE216A01030
81,Siemens,127505.38,2716.6,1960.9,1542.9,1090.3,768.6,23165,20050,16445.6,13865.7,10261.4,22.42,13.4,2751.6,25598.6,SIEMENS,500550,INE003A01024
82,Siemens Energy,124421.38,600,,,,,4761.8,,,,,21.79,18.24,1100.1,7932,ENRIN,544390,INE1NPP01017
83,HDFC Life Insurance ,123679,1810.82,1574.08,1368.28,1326.93,1360.87,97287.61,102006.61,71644.4,67891.6,71927.7,0.4,1.13,1912.32,100355.41,HDFCLIFE,540777,INE795G01014
84,Bosch,122379.32,2015.2,2491.3,1425.5,1218.3,482,18901.3,17449.5,15402.5,12177.8,10220.2,19.57,12.22,2773.2,20888.7,BOSCHLTD,500530,INE323A01026
85,Tata Motors PV,122316.99,27830,31399.09,2414.29,-11441.47,-13451.39,445939,443877.69,350600.15,281507.25,252437.94,18.45,12.59,82390,341369,TMPV,500570,INE155A01022
86,Tata Power Company,121678.53,3971,3696.25,3336.44,1741.46,1127.38,66992.17,63272.32,56547.1,43735.63,32907.34,10.18,20.79,3747.19,64171.66,TATAPOWER,500400,INE245A01021
87,Punjab National Bank,121365.48,18480.29,9107.2,3348.45,3860.74,2561.97,140456.81,122394.01,99084.88,88339.49,94990.85,5.94,19.37,18392.69,149463.3,PNB,532461,INE160A01022
88,Muthoot Finance,120400.4,5332.9,4324.29,3612.3,4016.62,3804.4,20324.49,15162.74,11975,12237.46,11566.42,47.55,72.25,10590.34,31263.41,MUTHOOTFIN,533398,INE414G01012
89,LTM,120389.69,4598.7,4582.1,4408.3,2296.8,1936.1,38997.8,36218.9,33739.9,16135.4,12644.2,26.32,16.65,5018.1,43402,LTM,540005,INE214T01019
90,GE T&D,120126.78,608.33,181.05,-1.49,-49.62,60.32,4354.89,3190.46,2807.15,3091.69,3518.13,44.56,18.8,1233.25,6297.15,GVT&D,522275,INE200A01026
91,GMR Airports ,117943.76,-392.85,-559.27,-179.26,-1023.29,-2797.28,10835.89,9206.96,7288.99,4959.16,3996.74,5.7,34.75,175.49,15200.75,GMRAIRPORT,532754,INE776C01039
92,Bajaj Holdings ,116847.05,6520.67,7267.21,4850.52,4055.68,3649.83,831.45,1713.46,527.35,486.51,463.07,0.82,60.68,9636.75,1123.87,BAJAJHLDNG,500490,INE118A01012
93,Zydus Lifesciences,116491.71,4525.5,3859.5,1960.3,4487.3,2133.6,23511,19831.5,17424,15489.9,14449.1,22.77,30.02,5040,27657.9,ZYDUSLIFE,532321,INE010B01027
94,Cipla,116184.31,5272.52,4121.55,2801.91,2516.75,2404.87,28409.49,26520.66,23228.57,22044.25,19425.58,21.57,25.09,3879.23,29044.6,CIPLA,500087,INE059A01026
95,IRFC,115996.06,6502,6412.1,6337.01,6089.84,4416.13,27156.41,26655.92,23932.63,20301.6,15770.86,49.98,99.42,7009.17,27338.06,IRFC,543257,INE053F01010
96,Lodha Developers,115917.58,2764.3,1549.1,486.7,1202.37,40.16,14169.8,10469.5,9611.2,9579.17,5771.65,18.64,28.14,3428.2,17119.5,LODHA,543287,INE670K01029
97,HDFC AMC,115470.63,2460.19,1942.69,1423.37,,,4060.1,3163.39,2482.62,,,38.92,68.76,2858.06,4622.2,HDFCAMC,541729,INE127D01025
98,Canara Bank,114680.24,17539.62,15278.56,11254.75,6124.82,2890.6,152657.89,139164.94,111209.76,94256.88,93659.75,6.93,20.82,17872.87,153083.22,CANBK,532483,INE476A01022
99,Lupin,114171.55,3281.62,1914.48,430.08,-1528.04,1216.53,22903.72,20130.99,16715.02,16547.17,15299.25,21.29,23.07,5332.84,28382.48,LUPIN,500257,INE326A01037
100,GAIL,114097.7,12449.8,9899.22,5616,12256.07,6136.35,143171.13,134236.27,146996.77,93942.08,58492.11,11.59,10.78,7582.47,143107.86,GAIL,532155,INE129A01019
1,Indian Bank,112020.26,11261.47,8419.41,5572.31,4118.62,3149.15,72050.88,64231.68,52789.66,46268.15,45648.54,6.58,26.51,11704.28,78332.7,INDIANB,532814,INE562A01011
2,Aditya Birla Capital,110526.99,3332.32,3334.98,4795.77,1705.97,1126.54,40723.75,34560.58,30201.33,22241.35,19273.78,10.69,34.95,3764.49,45617.39,ABCAPITAL,540691,INE674K01013
3,Marico,109921.39,1629,1481,1302,1225,1172,11039,9795,9908,9610,8142,36.9,19.38,1762,13815,MARICO,531642,INE196A01026
4,Indus Towers,107914.05,9931.7,6036.2,2040,6373.1,3779,30886.5,28961.7,28743.1,28175.7,14350.4,28.12,66.86,7144.9,33311.5,INDUSTOWER,534816,INE121J01017
5,Godrej Consumer Products,107887.05,1852.3,-560.55,1702.46,1783.39,1720.82,14680.41,14365.06,13484.38,12366.21,11095.69,24.21,20.46,1861.47,15444.07,GODREJCP,532424,INE102D01028
6,Tata Consumer ,107763.21,1278.47,1150.33,1203.77,935.78,856.69,17811.55,15451.47,13952.04,12565.43,11723.41,7.92,13.92,1542.3,20455.18,TATACONSUM,500800,INE192A01025
7,Ambuja Cements,107672.63,4167.43,3576.79,2583.4,2780.38,2365.44,37699.01,34326.04,39674.74,29317.9,24965.76,9.16,15.84,4728.18,41490.02,AMBUJACEM,500425,INE079A01024
8,Jindal Steel,106701.22,2812.13,5938.42,3173.94,5753.05,3633.56,49932.48,50183.36,52768.23,51135.92,39527.55,9.94,19.01,3367.38,53553.14,JINDALSTEL,532286,INE749A01030
9,Max Healthcare,106077.07,1075.88,1057.64,1103.51,605.05,-137.55,7184.1,5584.09,4701.84,4058.82,2619.41,12.27,25.73,1442.41,8536.07,MAXHEALTH,543220,INE027H01010
10,Indian Hotels Company,106067.05,1907.59,1259.07,1002.59,-247.72,-720.11,8565,6951.67,5948.81,3211.38,1739.88,15.79,32.33,2084.38,9971.43,INDHOTEL,500850,INE053A01029
11,Mankind Pharma,105883.91,1990.96,1912.9,1281.86,1433.48,1265.43,12744.23,10615.63,8878,7977.58,6385.38,13.27,23.68,1912.93,14636.43,MANKIND,543904,INE634S01028
12,LG Electronics,105800.25,2203.35,1511.07,1344.93,,,24630.63,21557.12,20108.58,,,45.23,12.63,1685.09,24932.81,LGEINDIA,544576,INE324D01010
13,Lloyds Metals & Energy,105325.53,1449.93,1242.93,-288.54,97.38,0.13,6772.62,6574.59,3466.77,727.25,273.31,26.33,28.84,3680.85,17306.4,LLOYDSME,512455,INE281B01032
14,Dr. Reddy's Labs,102648.43,5655.1,5577.9,4507.3,2182.5,1951.6,33741.2,28905.4,25725.2,22029.6,19338.9,21.81,25.33,4196,35058.6,DRREDDY,500124,INE089A01031
15,Vedanta,102491.27,14988,4239,10574,18802,11602,156643,146277,150159,135332,91442,26.92,27.03,17391,79987,VEDL,500295,INE205A01025
16,Oracle Fin Serv,101587.02,2379.6,2219.36,1806.14,1888.83,1761.86,7151,6715.15,5890.15,5355.8,5115.9,36.85,43.02,2639.3,7942.7,OFSS,532466,INE881D01027
17,JSW Energy,100951.56,1950.89,1722.71,1477.76,1728.62,795.48,12639.49,11941.34,10867.05,8735.84,7159.65,5.7,41.31,2239.31,19877.72,JSWENERGY,533148,INE121E01018
